country,year,indicator_name,indicator_value,subnational,remarks,source,source_url
Singapore,2020,Phone Ownership_Female,95.5,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M651581
Singapore,2021,Phone Ownership_Male,98.8,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M651581
Singapore,2021,Phone Ownership_Female,98.3,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M651581
Singapore,2022,Phone Ownership_Male,99,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M651581
Singapore,2022,Phone Ownership_Female,98.7,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M651581
Singapore,2023,Phone Ownership_Male,98.6,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M651581
Singapore,2023,Phone Ownership_Female,97.8,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M651581
Laos,2023,Phone Ownership_Female,79.3,Yes,,UNICEF,https://mics.unicef.org/sites/mics/files/2025-02/Lao%20PDR%202023%20MICS%20-%20Social%20Indicator%20Survey%20III.pdf
Laos,2023,Phone Ownership_Male,80.8,Yes,,UNICEF,https://mics.unicef.org/sites/mics/files/2025-02/Lao%20PDR%202023%20MICS%20-%20Social%20Indicator%20Survey%20III.pdf
Laos,2017,Phone Ownership_Female,73.1,Yes,,UNICEF,https://mics.unicef.org/sites/mics/files/Lao%20PDR%202017%20MICS%20Social%20Indicator%20Survey%20II%20Survey%20Findings%20Report_English.pdf
Laos,2017,Phone Ownership_Male,84.3,Yes,,UNICEF,https://mics.unicef.org/sites/mics/files/Lao%20PDR%202017%20MICS%20Social%20Indicator%20Survey%20II%20Survey%20Findings%20Report_English.pdf
Brunei Darussalam,2016,Phone Ownership_Female,99,No,,Unicef ,https://data.humdata.org/dataset/unicef-gn-it-mob-own
Brunei Darussalam,2016,Phone Ownership_Male,99,No,,Unicef ,https://data.humdata.org/dataset/unicef-gn-it-mob-own
Brunei Darussalam,2019,Phone Ownership_Female,99,No,,Unicef ,https://data.humdata.org/dataset/unicef-gn-it-mob-own
Brunei Darussalam,2019,Phone Ownership_Male,91,No,,Unicef ,https://data.humdata.org/dataset/unicef-gn-it-mob-own
Indonesia,2015,Phone Ownership_Male,63.41,,,,
Indonesia,2016,Phone Ownership_Male,64.43,,,,
Indonesia,2017,Phone Ownership_Male,65.34,,,,
Indonesia,2018,Phone Ownership_Male,67.59,,,,
Indonesia,2019,Phone Ownership_Male,68.68,,,,
Indonesia,2020,Phone Ownership_Male,68.12,,,,
Indonesia,2021,Phone Ownership_Male,71.12,,,,
Indonesia,2022,Phone Ownership_Male,72.76,,,,
Indonesia,2023,Phone Ownership_Male,71.94,,,,
Indonesia,2015,Phone Ownership_Female,50.38,,,,
Indonesia,2016,Phone Ownership_Female,52.13,,,,
Indonesia,2017,Phone Ownership_Female,53.8,,,,
Indonesia,2018,Phone Ownership_Female,57.19,,,,
Indonesia,2019,Phone Ownership_Female,58.35,,,,
Indonesia,2020,Phone Ownership_Female,57.51,,,,
Indonesia,2021,Phone Ownership_Female,60.58,,,,
Indonesia,2022,Phone Ownership_Female,62.91,,,,
Indonesia,2023,Phone Ownership_Female,62.62,,,,
Myanmar,2020,Phone Ownership_Male,68,,,,
Myanmar,2020,Phone Ownership_Female,57,,,,
Myanmar,2016,Phone Ownership_Male,78,,,,
Myanmar,2016,Phone Ownership_Female,77,,,,
Philippines,2020,Phone Ownership_Male,77,,,,
Philippines,2020,Phone Ownership_Female,81,,,,
Thailand,2022,Phone Ownership_Male,88.52,,,,
Timor Leste,2015,Phone Ownership_Male,77.3,,,,
Timor Leste,2015,Phone Ownership_Female,65.6,,,,
Singapore,2016,Proportion of Youth and Adults with ICT Skills_Using Basic Arithmetic Formula In A Spreadsheet,31.1,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
Singapore,2016,"Proportion of Youth and Adults with ICT Skills_Using Copy And Paste Tools To Duplicate Or Move Data, Information And Content In Digital Environments (E.g. Within A Document, Between Devices, On The Cloud)",N/A,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
Singapore,2016,"Proportion of Youth and Adults with ICT Skills_Reading Or Downloading Newspapers, Magazines Or Electronic Books In A Digital Format",45.6,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
Singapore,2016,"Proportion of Youth and Adults with ICT Skills_Sending Messages (E.g., E-Mail, Messaging Service, SMS) With Attached Files (E.g., Document, Picture, Video)",N/A,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
Singapore,2016,"Proportion of Youth and Adults with ICT Skills_Creating Electronic Presentations With Presentation Software (Including Text, Images, Sound, Video Or Charts)",27.3,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
Singapore,2016,Proportion of Youth and Adults with ICT Skills_Doing An Online Course (In Any Subject),3.3,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
Singapore,2016,Proportion of Youth and Adults with ICT Skills_Getting Information About Goods Or Services Online,41.6,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
Singapore,2016,Proportion of Youth and Adults with ICT Skills_Purchasing Or Ordering Goods Or Services Using The Internet,32.1,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
Singapore,2016,"Proportion of Youth and Adults with ICT Skills_Seeking Health Information (On Injury, Disease, Nutrition, Etc.)",21.9,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
Singapore,2016,"Proportion of Youth and Adults with ICT Skills_Connecting And Installing New Devices (E.g. A Modem, Camera, Printer) Through Wired Or Wireless Technologies",28,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
Singapore,2016,"Proportion of Youth and Adults with ICT Skills_Connecting And Installing New Devices (E.g. A Modem, Camera, Printer) Through Wired Or Wireless Technologies",44.5,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
Singapore,2016,"Proportion of Youth and Adults with ICT Skills_Using Software Run Over The Internet For Editing Text Documents, Spreadsheets Or Presentations",10.8,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
Singapore,2016,"Proportion of Youth and Adults with ICT Skills_Programming Or Coding In Digital Environments (E.g. Computer Software, App Development)",N/A,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
Singapore,2016,"Proportion of Youth and Adults with ICT Skills_Changing Privacy Settings On Your Device, Account Or App To Limit The Sharing Of PersoN/Al Data And Information (E.g. N/Ame, Contact Information, Photos)",N/A,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
Singapore,2016,"Proportion of Youth and Adults with ICT Skills_Setting Up Effective Security Measures (E.g. Strong Passwords, Log-In Attempt Notification) To Protect Devices And Online Accounts",N/A,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
Singapore,2016,Proportion of Youth and Adults with ICT Skills_Participating In Social Networks,61.1,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
Singapore,2016,"Proportion of Youth and Adults with ICT Skills_Finding, Downloading, Installing And Configuring Software And Apps",35.7,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
Singapore,2016,Proportion of Youth and Adults with ICT Skills_Transferring Files Or Applications Between Devices (Including Via Cloud-Storage),37.7,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
Singapore,2016,Proportion of Youth and Adults with ICT Skills_Uploading Self/User-Created Content To A Website To Be Shared,16.1,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
Singapore,2016,"Proportion of Youth and Adults with ICT Skills_Making Calls (Telephoning Over The Internet/Voip, Using Skype, Whatsapp, Viber, Italk, Etc.; Includes Video Calls Via Webcam)",N/A,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
Singapore,2016,Proportion of Youth and Adults with ICT Skills_Verifying The Reliability Of Information Found Online,N/A,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
Singapore,2017,Proportion of Youth and Adults with ICT Skills_Using Basic Arithmetic Formula In A Spreadsheet,39.1,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
Singapore,2017,"Proportion of Youth and Adults with ICT Skills_Using Copy And Paste Tools To Duplicate Or Move Data, Information And Content In Digital Environments (E.g. Within A Document, Between Devices, On The Cloud)",N/A,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
Singapore,2017,"Proportion of Youth and Adults with ICT Skills_Reading Or Downloading Newspapers, Magazines Or Electronic Books In A Digital Format",52.2,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
Singapore,2017,"Proportion of Youth and Adults with ICT Skills_Sending Messages (E.g., E-Mail, Messaging Service, SMS) With Attached Files (E.g., Document, Picture, Video)",N/A,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
Singapore,2017,"Proportion of Youth and Adults with ICT Skills_Creating Electronic Presentations With Presentation Software (Including Text, Images, Sound, Video Or Charts)",36.9,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
Singapore,2017,Proportion of Youth and Adults with ICT Skills_Doing An Online Course (In Any Subject),5.7,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
Singapore,2017,Proportion of Youth and Adults with ICT Skills_Getting Information About Goods Or Services Online,52.2,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
Singapore,2017,Proportion of Youth and Adults with ICT Skills_Purchasing Or Ordering Goods Or Services Using The Internet,50.2,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
Singapore,2017,"Proportion of Youth and Adults with ICT Skills_Seeking Health Information (On Injury, Disease, Nutrition, Etc.)",29.7,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
Singapore,2017,"Proportion of Youth and Adults with ICT Skills_Connecting And Installing New Devices (E.g. A Modem, Camera, Printer) Through Wired Or Wireless Technologies",38.5,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
Singapore,2017,"Proportion of Youth and Adults with ICT Skills_Connecting And Installing New Devices (E.g. A Modem, Camera, Printer) Through Wired Or Wireless Technologies",54.2,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
Singapore,2017,"Proportion of Youth and Adults with ICT Skills_Using Software Run Over The Internet For Editing Text Documents, Spreadsheets Or Presentations",18.6,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
Singapore,2017,"Proportion of Youth and Adults with ICT Skills_Programming Or Coding In Digital Environments (E.g. Computer Software, App Development)",N/A,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
Singapore,2017,"Proportion of Youth and Adults with ICT Skills_Changing Privacy Settings On Your Device, Account Or App To Limit The Sharing Of PersoN/Al Data And Information (E.g. N/Ame, Contact Information, Photos)",N/A,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
Singapore,2017,"Proportion of Youth and Adults with ICT Skills_Setting Up Effective Security Measures (E.g. Strong Passwords, Log-In Attempt Notification) To Protect Devices And Online Accounts",N/A,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
Singapore,2017,Proportion of Youth and Adults with ICT Skills_Participating In Social Networks,65.7,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
Singapore,2017,"Proportion of Youth and Adults with ICT Skills_Finding, Downloading, Installing And Configuring Software And Apps",44.5,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
Singapore,2017,Proportion of Youth and Adults with ICT Skills_Transferring Files Or Applications Between Devices (Including Via Cloud-Storage),47.2,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
Singapore,2017,Proportion of Youth and Adults with ICT Skills_Uploading Self/User-Created Content To A Website To Be Shared,20.4,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
Singapore,2017,"Proportion of Youth and Adults with ICT Skills_Making Calls (Telephoning Over The Internet/Voip, Using Skype, Whatsapp, Viber, Italk, Etc.; Includes Video Calls Via Webcam)",53.3,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
Singapore,2017,Proportion of Youth and Adults with ICT Skills_Verifying The Reliability Of Information Found Online,N/A,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
Singapore,2018,Proportion of Youth and Adults with ICT Skills_Using Basic Arithmetic Formula In A Spreadsheet,44,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
Singapore,2018,"Proportion of Youth and Adults with ICT Skills_Using Copy And Paste Tools To Duplicate Or Move Data, Information And Content In Digital Environments (E.g. Within A Document, Between Devices, On The Cloud)",N/A,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
Singapore,2018,"Proportion of Youth and Adults with ICT Skills_Reading Or Downloading Newspapers, Magazines Or Electronic Books In A Digital Format",52.5,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
Singapore,2018,"Proportion of Youth and Adults with ICT Skills_Sending Messages (E.g., E-Mail, Messaging Service, SMS) With Attached Files (E.g., Document, Picture, Video)",N/A,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
Singapore,2018,"Proportion of Youth and Adults with ICT Skills_Creating Electronic Presentations With Presentation Software (Including Text, Images, Sound, Video Or Charts)",41.7,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
Singapore,2018,Proportion of Youth and Adults with ICT Skills_Doing An Online Course (In Any Subject),7.5,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
Singapore,2018,Proportion of Youth and Adults with ICT Skills_Getting Information About Goods Or Services Online,48.6,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
Singapore,2018,Proportion of Youth and Adults with ICT Skills_Purchasing Or Ordering Goods Or Services Using The Internet,57.7,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
Singapore,2018,"Proportion of Youth and Adults with ICT Skills_Seeking Health Information (On Injury, Disease, Nutrition, Etc.)",31.8,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
Singapore,2018,"Proportion of Youth and Adults with ICT Skills_Connecting And Installing New Devices (E.g. A Modem, Camera, Printer) Through Wired Or Wireless Technologies",41.1,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
Singapore,2018,"Proportion of Youth and Adults with ICT Skills_Connecting And Installing New Devices (E.g. A Modem, Camera, Printer) Through Wired Or Wireless Technologies",58.3,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
Singapore,2018,"Proportion of Youth and Adults with ICT Skills_Using Software Run Over The Internet For Editing Text Documents, Spreadsheets Or Presentations",21.1,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
Singapore,2018,"Proportion of Youth and Adults with ICT Skills_Programming Or Coding In Digital Environments (E.g. Computer Software, App Development)",N/A,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
Singapore,2018,"Proportion of Youth and Adults with ICT Skills_Changing Privacy Settings On Your Device, Account Or App To Limit The Sharing Of PersoN/Al Data And Information (E.g. N/Ame, Contact Information, Photos)",N/A,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
Singapore,2018,"Proportion of Youth and Adults with ICT Skills_Setting Up Effective Security Measures (E.g. Strong Passwords, Log-In Attempt Notification) To Protect Devices And Online Accounts",N/A,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
Singapore,2018,Proportion of Youth and Adults with ICT Skills_Participating In Social Networks,67.1,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
Singapore,2018,"Proportion of Youth and Adults with ICT Skills_Finding, Downloading, Installing And Configuring Software And Apps",57.1,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
Singapore,2018,Proportion of Youth and Adults with ICT Skills_Transferring Files Or Applications Between Devices (Including Via Cloud-Storage),50.7,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
Singapore,2018,Proportion of Youth and Adults with ICT Skills_Uploading Self/User-Created Content To A Website To Be Shared,16.7,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
Singapore,2018,"Proportion of Youth and Adults with ICT Skills_Making Calls (Telephoning Over The Internet/Voip, Using Skype, Whatsapp, Viber, Italk, Etc.; Includes Video Calls Via Webcam)",53.9,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
Singapore,2018,Proportion of Youth and Adults with ICT Skills_Verifying The Reliability Of Information Found Online,N/A,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
Singapore,2019,Proportion of Youth and Adults with ICT Skills_Using Basic Arithmetic Formula In A Spreadsheet,45,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
Singapore,2019,"Proportion of Youth and Adults with ICT Skills_Using Copy And Paste Tools To Duplicate Or Move Data, Information And Content In Digital Environments (E.g. Within A Document, Between Devices, On The Cloud)",N/A,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
Singapore,2019,"Proportion of Youth and Adults with ICT Skills_Reading Or Downloading Newspapers, Magazines Or Electronic Books In A Digital Format",54.6,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
Singapore,2019,"Proportion of Youth and Adults with ICT Skills_Sending Messages (E.g., E-Mail, Messaging Service, SMS) With Attached Files (E.g., Document, Picture, Video)",N/A,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
Singapore,2019,"Proportion of Youth and Adults with ICT Skills_Creating Electronic Presentations With Presentation Software (Including Text, Images, Sound, Video Or Charts)",42.4,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
Singapore,2019,Proportion of Youth and Adults with ICT Skills_Doing An Online Course (In Any Subject),7,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
Singapore,2019,Proportion of Youth and Adults with ICT Skills_Getting Information About Goods Or Services Online,51.3,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
Singapore,2019,Proportion of Youth and Adults with ICT Skills_Purchasing Or Ordering Goods Or Services Using The Internet,63.3,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
Singapore,2019,"Proportion of Youth and Adults with ICT Skills_Seeking Health Information (On Injury, Disease, Nutrition, Etc.)",30.4,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
Singapore,2019,"Proportion of Youth and Adults with ICT Skills_Connecting And Installing New Devices (E.g. A Modem, Camera, Printer) Through Wired Or Wireless Technologies",40.6,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
Singapore,2019,"Proportion of Youth and Adults with ICT Skills_Connecting And Installing New Devices (E.g. A Modem, Camera, Printer) Through Wired Or Wireless Technologies",60.6,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
Singapore,2019,"Proportion of Youth and Adults with ICT Skills_Using Software Run Over The Internet For Editing Text Documents, Spreadsheets Or Presentations",14.9,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
Singapore,2019,"Proportion of Youth and Adults with ICT Skills_Programming Or Coding In Digital Environments (E.g. Computer Software, App Development)",N/A,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
Singapore,2019,"Proportion of Youth and Adults with ICT Skills_Changing Privacy Settings On Your Device, Account Or App To Limit The Sharing Of PersoN/Al Data And Information (E.g. N/Ame, Contact Information, Photos)",N/A,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
Singapore,2019,"Proportion of Youth and Adults with ICT Skills_Setting Up Effective Security Measures (E.g. Strong Passwords, Log-In Attempt Notification) To Protect Devices And Online Accounts",N/A,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
Singapore,2019,Proportion of Youth and Adults with ICT Skills_Participating In Social Networks,71.4,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
Singapore,2019,"Proportion of Youth and Adults with ICT Skills_Finding, Downloading, Installing And Configuring Software And Apps",57.7,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
Singapore,2019,Proportion of Youth and Adults with ICT Skills_Transferring Files Or Applications Between Devices (Including Via Cloud-Storage),51.4,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
Singapore,2019,Proportion of Youth and Adults with ICT Skills_Uploading Self/User-Created Content To A Website To Be Shared,18.6,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
Singapore,2019,"Proportion of Youth and Adults with ICT Skills_Making Calls (Telephoning Over The Internet/Voip, Using Skype, Whatsapp, Viber, Italk, Etc.; Includes Video Calls Via Webcam)",57.6,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
Singapore,2019,Proportion of Youth and Adults with ICT Skills_Verifying The Reliability Of Information Found Online,N/A,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
Singapore,2020,Proportion of Youth and Adults with ICT Skills_Using Basic Arithmetic Formula In A Spreadsheet,44.6,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
Singapore,2020,"Proportion of Youth and Adults with ICT Skills_Using Copy And Paste Tools To Duplicate Or Move Data, Information And Content In Digital Environments (E.g. Within A Document, Between Devices, On The Cloud)",N/A,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
Singapore,2020,"Proportion of Youth and Adults with ICT Skills_Reading Or Downloading Newspapers, Magazines Or Electronic Books In A Digital Format",59.6,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
Singapore,2020,"Proportion of Youth and Adults with ICT Skills_Sending Messages (E.g., E-Mail, Messaging Service, SMS) With Attached Files (E.g., Document, Picture, Video)",N/A,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
Singapore,2020,"Proportion of Youth and Adults with ICT Skills_Creating Electronic Presentations With Presentation Software (Including Text, Images, Sound, Video Or Charts)",42.1,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
Singapore,2020,Proportion of Youth and Adults with ICT Skills_Doing An Online Course (In Any Subject),9.6,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
Singapore,2020,Proportion of Youth and Adults with ICT Skills_Getting Information About Goods Or Services Online,55.2,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
Singapore,2020,Proportion of Youth and Adults with ICT Skills_Purchasing Or Ordering Goods Or Services Using The Internet,67.4,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
Singapore,2020,"Proportion of Youth and Adults with ICT Skills_Seeking Health Information (On Injury, Disease, Nutrition, Etc.)",36.3,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
Singapore,2020,"Proportion of Youth and Adults with ICT Skills_Connecting And Installing New Devices (E.g. A Modem, Camera, Printer) Through Wired Or Wireless Technologies",38.2,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
Singapore,2020,"Proportion of Youth and Adults with ICT Skills_Connecting And Installing New Devices (E.g. A Modem, Camera, Printer) Through Wired Or Wireless Technologies",64.4,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
Singapore,2020,"Proportion of Youth and Adults with ICT Skills_Using Software Run Over The Internet For Editing Text Documents, Spreadsheets Or Presentations",16.2,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
Singapore,2020,"Proportion of Youth and Adults with ICT Skills_Programming Or Coding In Digital Environments (E.g. Computer Software, App Development)",9.3,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
Singapore,2020,"Proportion of Youth and Adults with ICT Skills_Changing Privacy Settings On Your Device, Account Or App To Limit The Sharing Of PersoN/Al Data And Information (E.g. N/Ame, Contact Information, Photos)",N/A,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
Singapore,2020,"Proportion of Youth and Adults with ICT Skills_Setting Up Effective Security Measures (E.g. Strong Passwords, Log-In Attempt Notification) To Protect Devices And Online Accounts",N/A,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
Singapore,2020,Proportion of Youth and Adults with ICT Skills_Participating In Social Networks,75.5,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
Singapore,2020,"Proportion of Youth and Adults with ICT Skills_Finding, Downloading, Installing And Configuring Software And Apps",55.1,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
Singapore,2020,Proportion of Youth and Adults with ICT Skills_Transferring Files Or Applications Between Devices (Including Via Cloud-Storage),51.6,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
Singapore,2020,Proportion of Youth and Adults with ICT Skills_Uploading Self/User-Created Content To A Website To Be Shared,20.3,No,,Singapore Info-Communications Media Development Authority,https://tablebuilder.singstat.gov.sg/table/TS/M850851
